ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10309,1,1,0,0,0,0,0,0,0,13,0,33
10310,1,1,23,0,0,0,26,0,17,0,0,0
10311,1,1,0,0,0,0,0,0,0,0,0,0
10311,2,1,0,0,0,0,0,0,0,0,0,0
10312,1,1,0,0,0,0,0,0,0,0,0,0
10312,2,1,0,0,0,0,0,0,0,0,0,0
10313,1,1,0,0,0,0,0,0,0,0,0,0
10313,2,1,0,0,0,0,0,0,0,0,0,0
10314,1,1,0,0,0,0,0,0,0,0,0,0
10315,1,1,0,0,0,0,0,0,0,0,0,0
10315,2,1,0,0,0,0,0,0,0,0,0,0
10316,1,1,0,0,0,0,0,0,0,0,0,0
10316,2,1,0,0,0,0,0,0,0,0,0,0
10317,1,1,0,0,0,0,0,0,0,0,0,0
10318,1,1,0,0,0,0,0,0,0,0,0,0
10318,2,1,13,20,10,2,14,0,19,5,22,13
10319,1,1,30,25,0,4,0,0,0,0,0,0
10319,2,1,0,0,0,0,0,0,0,0,0,0
10320,1,1,27,27,27,27,27,27,27,27,27,27
10320,2,1,0,0,0,0,0,0,0,0,0,0
10321,1,1,8,8,8,8,8,8,8,8,8,8
10321,2,1,0,0,0,0,0,0,0,0,0,0
10322,1,1,0,13,0,26,0,20,7,7,0,9
10322,2,1,0,0,0,0,0,0,0,0,0,0
10323,1,1,36,36,36,36,36,36,36,36,36,36
10323,2,1,0,0,0,0,0,0,10,0,0,0
10324,1,1,10,20,21,22,38,12,30,19,29,11
10325,1,1,0,0,0,0,0,0,0,0,0,0
10325,2,1,0,0,0,0,0,0,0,0,0,0
10326,1,1,0,0,0,0,0,0,0,0,0,0
10326,2,1,0,0,0,0,0,0,0,0,0,0
10327,1,1,0,0,0,0,0,0,0,0,0,0
10327,2,1,0,0,0,0,0,0,0,0,0,0
10328,0,1,0,0,0,0,0,0,0,0,0,0
10328,1,1,0,0,0,0,0,30,0,0,0,0
10328,2,1,0,0,0,0,8,0,0,0,0,0
10329,1,1,0,0,0,0,0,0,0,0,0,0
10329,2,1,0,0,0,0,0,0,0,0,0,0
10330,1,1,0,0,0,0,0,0,0,0,0,0
10330,2,1,0,0,0,0,0,0,0,0,0,0
10331,1,1,0,0,0,0,0,0,0,0,0,0
10331,2,1,0,6,0,0,0,33,0,0,0,0
10332,1,1,0,0,0,0,0,0,0,0,0,0
10333,0,1,0,0,0,0,0,0,0,0,0,0
10333,1,1,0,0,0,0,0,0,0,0,0,0
10334,1,1,0,0,0,0,0,0,0,0,0,0
10334,2,1,0,0,0,0,0,0,0,0,0,0
10335,1,1,0,0,0,17,0,0,0,0,0,0
10336,1,1,0,17,0,0,0,31,0,0,0,0
10337,1,1,14,0,0,17,0,28,17,9,8,0
10337,2,1,0,0,0,0,0,0,0,0,0,0
10338,1,1,0,0,0,0,0,0,0,0,0,0
10339,1,1,0,0,0,0,0,0,0,0,0,0
10340,1,1,0,0,0,0,0,0,0,0,0,0
10340,2,1,8,8,8,8,8,8,8,8,8,8
10341,1,1,0,0,0,0,0,0,0,0,0,0
10341,2,1,0,0,0,0,0,0,0,0,0,0
10342,1,1,0,0,0,0,0,0,0,0,0,0
10342,2,1,0,0,0,0,0,0,0,0,0,0
10343,1,1,6,6,6,6,6,6,6,6,6,6
10344,1,1,0,29,9,0,0,0,0,0,16,9
10345,1,1,0,0,11,23,0,0,0,0,0,11
10346,1,1,0,0,0,0,0,0,0,0,0,0
10346,2,1,0,0,0,0,0,0,0,0,0,0
10348,1,1,11,21,18,17,16,17,4,33,16,14
10348,2,1,0,0,0,0,0,0,18,0,0,0
10349,1,1,0,0,0,0,0,0,0,0,0,0
10350,1,1,0,0,6,0,0,0,0,0,0,0
10350,2,1,0,0,7,0,8,0,0,0,0,0
10351,1,1,9,9,13,12,21,12,0,23,8,14
10352,0,1,0,0,0,0,0,0,0,0,0,0
10352,1,1,6,13,8,6,21,0,8,0,11,11
10353,1,1,0,12,0,0,20,18,0,0,0,0
10353,2,1,0,0,0,0,0,0,0,0,0,0
10353,3,1,0,0,0,0,0,0,0,0,0,0
10354,1,1,0,0,0,0,0,0,0,0,0,0
10354,2,1,0,0,0,0,0,7,0,0,0,0
10354,3,1,0,0,0,0,0,0,0,0,0,0
10355,0,1,0,0,0,0,0,0,0,0,24,0
10355,1,1,0,22,22,8,11,19,8,35,18,9
10355,2,1,0,0,0,21,0,0,10,0,0,0
10356,1,1,11,11,11,11,11,11,11,11,11,11
10357,1,1,0,0,0,0,0,0,0,0,0,0
10357,2,1,0,0,0,0,0,0,0,0,0,0
10358,1,1,0,0,0,0,0,0,0,0,0,0
10358,2,1,0,0,0,0,0,0,0,0,0,0
10359,1,1,16,8,0,0,0,15,0,10,14,29
10360,1,1,0,0,0,0,0,0,0,0,0,0
10360,2,1,0,0,0,0,0,0,0,0,0,0
10361,0,1,3,3,3,3,3,3,3,3,3,3
10361,1,1,10,16,0,0,0,0,17,3,0,4
10362,1,1,0,13,26,11,10,8,11,0,12,0
10363,0,1,16,0,0,3,10,0,0,18,0,0
10363,1,1,0,0,15,0,0,0,0,0,2,0
10364,1,1,23,23,23,23,23,23,23,23,23,23
10365,0,1,0,0,0,0,0,0,0,0,0,0
10365,1,1,0,0,0,0,0,0,0,0,0,0
10366,1,1,0,13,12,6,7,0,7,13,12,16
10366,2,1,0,0,0,0,0,0,0,0,0,0
10367,1,1,16,22,0,0,0,0,0,0,0,0
10367,2,1,0,0,0,0,0,0,0,0,0,0
10367,3,1,0,0,0,0,0,0,0,0,0,0
10368,1,1,0,0,0,0,0,0,0,0,0,0
10369,1,1,0,0,0,0,0,0,0,0,0,0
10369,2,1,0,0,0,0,0,0,0,0,0,0
10370,1,1,0,0,0,0,0,0,0,0,0,0
10371,0,1,0,22,0,0,0,49,0,19,0,0
10371,1,1,0,0,0,0,0,0,0,0,10,0
10372,1,1,0,0,0,0,0,0,0,0,0,0
10373,1,1,21,21,21,21,21,21,21,21,21,21
10373,2,1,0,0,0,0,0,0,0,0,0,0
10374,1,1,0,10,0,0,13,0,6,0,0,0
10375,1,1,5,5,5,5,5,5,5,5,5,5
10376,1,1,17,17,17,17,17,17,17,17,17,17
10376,2,1,0,29,0,0,0,18,23,18,0,36
10377,1,1,13,19,0,0,0,0,1,29,0,0
10378,1,1,0,0,0,0,0,27,0,0,0,0
10379,1,1,12,22,0,26,22,21,29,15,11,26
10379,2,1,23,0,0,0,0,0,0,0,0,0
10380,1,1,0,0,0,0,0,0,0,0,0,0
10380,2,1,0,0,0,0,0,0,0,0,0,0
10380,3,1,0,0,0,0,0,0,0,0,0,0
10381,1,1,2,2,2,2,2,2,2,2,2,2
10382,1,1,0,0,0,0,0,0,0,0,0,0
10382,2,1,0,0,0,0,0,9,0,0,0,0
10383,1,1,0,0,0,0,0,0,0,0,0,0
10383,2,1,0,0,0,0,21,0,0,0,0,0
10383,3,1,0,0,0,0,0,0,0,0,0,0
10384,1,1,0,0,0,0,0,0,0,0,0,0
10384,2,1,0,0,0,0,0,0,0,0,0,0
10385,1,1,21,21,21,21,21,21,21,21,21,21
10386,1,1,0,14,0,0,34,0,18,0,0,0
10387,1,1,9,21,7,26,17,0,8,21,0,13
10388,1,1,0,0,0,0,0,0,0,0,0,0
10388,2,1,0,0,0,0,0,0,0,0,0,0
10389,1,1,0,0,0,0,0,0,0,0,0,0
10389,2,1,0,0,0,0,0,0,0,0,0,0
10390,1,1,0,0,0,0,0,0,0,0,0,0
10390,2,1,0,0,0,0,0,0,0,0,0,0
10391,0,1,22,22,22,22,22,22,22,22,22,22
10391,1,1,12,12,12,12,12,12,12,12,12,12
10392,1,1,11,11,11,11,11,11,11,11,11,11
10392,2,1,0,0,0,0,0,0,20,0,0,0
10393,1,1,0,0,0,0,0,0,0,0,0,0
10394,1,1,0,0,0,0,0,0,0,0,0,0
10394,2,1,0,0,0,0,0,0,0,0,0,0
10395,1,1,19,19,19,19,19,19,19,19,19,19
10395,2,1,0,0,0,0,0,0,0,0,0,0
10396,1,1,0,0,0,0,0,0,0,0,0,0
10396,2,1,0,0,0,0,0,0,0,0,0,0
10397,1,1,32,0,0,0,14,10,0,0,9,0
10398,1,1,0,0,0,0,0,0,0,0,0,0
10399,1,1,3,3,3,3,3,3,3,3,3,3
10399,2,1,0,0,0,0,0,0,0,0,0,0
10400,0,1,0,0,0,23,0,0,0,0,0,3
10400,1,1,0,0,0,0,15,0,0,0,0,0
10401,0,1,4,4,4,4,4,4,4,4,4,4
10401,1,1,0,0,0,0,0,0,0,0,0,0
10402,1,1,0,0,0,0,0,0,0,0,0,0
10402,2,1,0,0,0,0,0,16,0,0,0,0
10403,1,1,0,0,0,0,0,0,0,0,0,0
10403,2,1,0,0,0,0,0,0,0,0,0,17
10404,1,1,0,0,0,0,0,0,0,0,0,0
10404,2,1,0,0,0,0,0,0,0,0,19,8
10405,1,1,0,0,0,0,0,0,0,0,0,0
10406,0,1,14,14,14,14,14,14,14,14,14,14
10406,1,1,20,0,17,10,18,14,2,10,0,0
10407,1,1,0,0,32,0,0,0,0,0,0,0
10407,2,1,0,2,0,0,0,0,0,0,0,0
10408,1,1,0,0,0,0,0,0,0,0,0,0
10409,0,1,26,26,26,26,26,26,26,26,26,26
10409,1,1,18,10,0,0,14,14,0,0,15,10
10410,1,1,0,0,0,0,0,0,0,0,0,0
10411,1,1,0,0,0,0,0,0,0,0,0,0
10411,2,1,0,0,0,0,0,0,0,0,0,0
10412,1,1,0,0,0,0,0,0,0,0,0,0
10412,2,1,0,0,0,0,0,0,0,0,0,0
10413,1,1,0,0,0,0,0,0,0,0,0,0
10413,2,1,0,0,0,0,0,0,0,0,0,0
10414,0,1,0,0,0,0,0,0,0,0,0,0
10414,1,1,0,0,0,0,0,0,0,0,0,0
10415,1,1,0,0,0,0,0,0,0,0,0,0
10415,2,1,0,0,0,0,0,0,0,0,0,0
10416,1,1,0,0,0,0,0,0,0,0,0,0
10417,1,1,0,0,0,0,0,0,0,0,0,0
10417,2,1,0,0,0,0,0,0,0,0,0,0
10417,3,1,0,0,0,0,0,0,0,0,0,0
10417,4,1,0,0,0,0,0,0,0,0,0,0
10418,1,1,0,0,0,0,0,0,0,0,0,0
10419,1,1,18,18,18,18,18,18,18,18,18,18
10419,2,1,0,0,0,0,0,0,0,0,0,0
10420,0,1,8,0,40,21,0,10,0,0,0,24
10420,1,1,0,0,0,0,0,0,0,0,0,0
10420,2,1,0,0,0,0,0,0,0,0,0,0
10421,1,1,0,0,0,0,0,0,0,0,0,0
10421,2,1,0,0,0,0,0,0,0,0,0,0
10422,0,1,0,0,0,0,0,23,0,0,0,0
10422,1,1,0,0,0,0,0,0,0,0,0,0
10423,1,1,0,0,26,0,8,32,13,18,14,0
10424,1,1,0,13,0,15,0,0,12,0,39,13
10425,1,1,0,0,0,0,20,0,0,0,0,0
10425,2,1,0,22,0,0,0,0,0,0,0,0
10426,1,1,0,0,0,0,0,0,0,0,0,0
10427,1,1,0,0,0,0,0,0,0,0,0,0
10427,2,1,0,0,0,0,0,0,0,0,0,0
10428,1,1,0,0,0,0,0,0,0,0,0,0
10428,2,1,18,18,18,18,18,18,18,18,18,18
10429,1,1,13,13,13,13,13,13,13,13,13,13
10429,2,1,0,0,0,0,0,0,0,0,0,0
10430,1,1,0,0,0,0,0,0,0,0,0,0
10430,2,1,0,0,0,0,0,0,5,0,0,0
10431,1,1,0,0,0,0,0,0,0,0,0,0
10432,1,1,0,0,0,0,0,0,0,0,0,0
10433,1,1,0,0,0,0,0,0,0,0,0,0
10433,2,1,0,0,0,0,0,0,0,0,0,0
10434,1,1,0,0,0,0,0,0,0,0,0,0
10435,1,1,10,10,10,10,10,10,10,10,10,10
10435,2,1,0,21,0,0,0,0,0,0,8,0
10436,1,1,0,0,0,0,0,0,0,0,0,0
10436,2,1,0,0,0,0,0,0,0,0,0,0
10437,1,1,0,0,0,0,0,0,0,27,24,0
10437,2,1,0,0,0,0,0,0,0,0,0,0
10438,1,1,41,41,41,41,41,41,41,41,41,41
10439,0,1,0,0,0,0,0,0,0,0,0,0
10439,1,1,28,0,11,17,0,5,0,0,30,8
10440,0,1,12,0,0,0,0,23,0,13,0,0
10440,1,1,0,0,0,0,0,0,0,0,0,0
10441,0,1,0,0,0,0,0,25,23,0,0,0
10441,1,1,0,0,0,0,16,0,0,0,0,0
10442,1,1,0,0,0,0,0,0,0,0,0,0
10443,1,1,0,0,0,0,0,0,0,0,0,0
10443,2,1,0,0,0,0,0,0,0,0,0,0
10444,1,1,0,0,0,0,0,0,0,0,0,0
10444,2,1,0,0,0,0,0,0,0,0,0,0
10445,1,1,22,0,0,26,0,0,0,21,0,0
10446,1,1,0,0,0,0,0,0,0,0,0,0
10447,1,1,0,0,0,0,0,0,0,0,0,0
10448,1,1,0,0,0,0,0,0,0,0,0,0
10448,2,1,0,0,0,0,0,0,0,0,0,0
10449,1,1,0,0,0,0,0,0,0,0,0,0
10450,1,1,27,27,27,27,27,27,27,27,27,27
10451,1,1,0,0,0,0,18,0,0,0,0,0
10452,1,1,2,2,2,2,2,2,2,2,2,2
10453,1,1,15,15,15,15,15,15,15,15,15,15
10453,2,1,0,0,15,0,0,26,0,0,0,0
10454,1,1,0,0,0,0,0,0,0,0,0,0
10454,2,1,0,0,0,0,0,0,0,0,0,19
10455,1,1,17,17,17,17,17,17,17,17,17,17
10456,1,1,9,9,9,9,9,9,9,9,9,9
10457,1,1,3,3,3,3,3,3,3,3,3,3
10457,2,1,0,0,0,0,0,0,0,0,0,0
10458,1,1,20,20,20,20,20,20,20,20,20,20
10459,1,1,0,0,0,0,0,0,0,0,22,0
10459,2,1,0,0,0,0,0,0,0,0,0,0
10460,1,1,0,0,0,0,0,0,0,0,0,0
10460,2,1,0,0,0,0,0,0,0,0,0,0
10461,0,1,20,16,26,26,41,33,16,34,38,16
10461,1,1,0,0,0,0,0,0,0,0,0,0
10462,1,1,22,22,22,22,22,22,22,22,22,22
10463,0,1,23,0,17,35,0,0,0,0,0,13
10463,1,1,0,0,0,0,0,0,0,19,0,0
10464,1,1,15,0,0,0,0,0,15,0,0,0
10464,2,1,0,0,0,0,0,0,0,0,0,0
10465,0,1,0,0,0,0,0,0,0,0,0,0
10465,1,1,9,0,0,0,0,13,10,0,0,0
10466,1,1,6,6,6,6,6,6,6,6,6,6
10466,2,1,0,0,0,0,0,0,0,0,0,0
10467,1,1,0,0,0,0,0,0,0,0,0,0
10468,1,1,0,0,0,0,0,0,0,0,0,0
10468,2,1,0,0,0,0,0,0,0,0,0,0
10469,0,1,7,7,7,7,7,7,7,7,7,7
10469,1,1,0,0,0,6,0,0,13,18,0,0
10470,1,1,0,0,0,0,0,0,0,0,0,0
10471,1,1,16,17,31,13,25,21,15,24,10,18
10472,1,1,0,17,0,0,0,0,0,0,0,0
10473,1,1,0,0,0,0,0,0,0,0,0,0
10474,1,1,0,0,0,0,0,0,0,0,0,0
10475,0,1,34,34,34,34,34,34,34,34,34,34
10475,1,1,0,0,0,0,0,0,0,31,0,0
10476,1,1,0,0,0,0,0,0,0,0,0,0
10477,1,1,14,0,0,18,0,0,0,0,0,0
10478,1,1,25,8,10,7,21,37,29,4,9,8
10479,1,1,11,11,11,11,11,11,11,11,11,11
10479,2,1,0,0,0,0,0,0,0,0,0,0
10480,1,1,0,0,0,0,0,0,0,0,0,0
10480,2,1,0,28,0,0,14,0,22,16,13,0
10481,1,1,0,0,0,0,0,0,0,16,0,0
10481,2,1,0,0,0,0,0,0,0,0,0,0
10482,1,1,0,0,0,0,0,0,0,0,0,0
10483,1,1,37,37,37,37,37,37,37,37,37,37
10483,2,1,0,0,0,0,0,0,0,0,0,0
10483,3,1,0,0,0,0,0,0,0,0,0,0
10484,1,1,0,0,0,0,0,0,0,0,0,0
10484,2,1,0,0,0,0,0,0,0,0,0,0
10485,1,1,0,0,0,0,0,0,0,0,0,0
10485,2,1,0,0,0,0,0,0,0,0,0,0
10486,1,1,13,15,17,9,17,17,17,16,10,27
10487,0,1,2,2,2,2,2,2,2,2,2,2
10487,1,1,7,0,0,0,0,11,0,0,0,0
10488,1,1,14,14,14,14,14,14,14,14,14,14
10489,1,1,19,19,19,19,19,19,19,19,19,19
10489,2,1,0,0,0,0,0,0,0,0,0,0
10490,1,1,9,0,8,0,15,0,22,0,9,15
10491,0,1,0,0,0,0,0,0,0,0,0,0
10491,2,1,0,0,0,0,0,0,0,0,0,0
10492,1,1,11,14,21,0,0,11,23,6,8,22
10493,1,1,24,24,24,24,24,24,24,24,24,24
10494,1,1,0,0,0,0,0,0,0,0,0,0
10494,2,1,0,0,0,0,0,0,0,0,0,0
10495,1,1,0,0,0,0,0,0,0,0,0,0
10495,2,1,0,0,0,0,0,0,0,0,0,0
10495,3,1,0,0,0,0,0,0,0,0,5,0
10496,1,1,0,0,0,0,0,0,0,0,0,0
10496,2,1,0,0,24,0,0,0,0,18,0,0
10497,1,1,6,6,6,6,6,6,6,6,6,6
10497,2,1,0,0,0,0,0,0,0,0,0,0
10497,3,1,0,0,0,0,0,0,0,8,0,0
10498,1,1,0,0,0,0,0,0,0,0,0,0
10499,1,1,22,22,22,22,22,22,22,22,22,22
10500,1,1,0,0,0,0,0,0,0,0,0,0
10500,2,1,0,0,0,0,0,0,0,0,0,0
10501,1,1,30,30,30,30,30,30,30,30,30,30
10502,1,1,0,0,0,0,0,0,0,0,0,0
10503,1,1,0,0,0,0,0,0,0,0,0,0
10504,1,1,21,21,21,21,21,21,21,21,21,21
10505,1,1,0,0,0,0,0,0,0,0,0,0
10505,2,1,0,0,0,0,0,0,0,0,0,0
10506,1,1,24,24,24,24,24,24,24,24,24,24
10507,0,1,0,0,0,0,16,0,0,7,0,0
10507,1,1,25,3,19,19,13,18,13,14,16,24
10508,1,1,0,0,0,0,0,0,0,0,0,0
10508,2,1,0,0,0,0,0,0,0,0,0,0
10508,3,1,0,0,0,0,0,0,0,0,0,0
10509,1,1,6,0,0,21,0,6,0,0,11,21
10509,2,1,0,0,0,0,0,0,0,0,0,0
10510,1,1,1,1,1,1,1,1,1,1,1,1
10510,2,1,0,2,0,0,0,0,0,0,0,0
10511,1,1,15,15,15,15,15,15,15,15,15,15
10512,1,1,0,0,0,0,0,0,0,0,0,0
10512,2,1,0,0,0,0,0,0,0,0,0,0
10513,1,1,0,0,0,0,0,0,0,0,0,0
10514,1,1,0,0,0,0,0,0,11,0,11,0
10514,2,1,0,0,0,0,0,0,0,0,0,0
10515,1,1,29,29,29,29,29,29,29,29,29,29
10516,0,1,0,16,0,0,0,0,0,6,0,0
10516,1,1,0,0,0,0,18,0,12,0,16,6
10517,1,1,0,0,0,0,0,0,0,0,0,0
10517,2,1,0,0,0,0,0,0,0,0,0,0
10518,1,1,0,0,0,0,0,0,0,0,0,0
10518,2,1,0,0,0,0,0,0,0,0,0,0
10518,3,1,0,0,0,8,0,0,0,0,0,0
10518,4,1,0,0,0,0,0,0,0,0,0,0
10519,1,1,0,0,0,0,0,0,0,0,0,0
10519,2,1,0,0,0,0,0,0,0,0,0,0
10520,1,1,19,19,19,19,19,19,19,19,19,19
10521,1,1,23,23,23,23,23,23,23,23,23,23
10521,2,1,0,0,0,0,0,0,15,0,0,0
10521,3,1,0,0,0,0,0,0,0,0,0,0
10522,1,1,0,0,19,0,0,0,0,0,0,0
10522,2,1,0,0,0,0,0,0,0,0,0,0
10523,1,1,27,0,8,12,0,0,0,0,0,0
10523,2,1,0,0,0,0,0,0,0,0,0,0
10524,0,1,0,0,0,0,0,0,0,0,0,0
10524,1,1,0,0,0,0,0,0,0,0,0,0
10525,1,1,24,24,24,24,24,24,24,24,24,24
10525,2,1,20,19,4,17,18,8,14,10,17,31
10526,0,1,9,0,24,0,0,0,12,0,0,0
10526,2,1,0,0,0,0,0,0,0,0,0,0
10527,1,1,0,0,0,0,0,0,0,0,0,0
10528,1,1,0,0,0,0,0,0,0,0,0,0
10528,2,1,0,0,0,0,12,0,0,0,0,0
10529,0,1,0,0,0,0,0,0,0,0,0,16
10529,1,1,0,0,0,0,0,0,0,0,0,0
10530,1,1,0,0,0,0,0,26,0,0,0,0
10531,1,1,0,0,0,0,0,0,0,0,0,0
10531,2,1,0,0,0,0,16,0,0,17,0,0
10532,1,1,0,0,0,0,0,0,16,25,0,0
10533,1,1,0,0,0,0,0,0,0,0,0,0
10533,2,1,0,0,0,0,0,0,0,0,0,0
10533,3,1,0,0,0,0,0,0,0,0,0,0
10534,1,1,0,0,0,0,0,0,0,0,0,0
10535,1,1,14,14,14,14,14,14,14,14,14,14
10535,2,1,0,0,0,0,0,0,0,0,0,0
10536,0,1,0,0,0,0,0,0,0,0,0,0
10536,1,1,0,12,0,0,0,19,0,0,0,10
10537,1,1,0,0,0,0,0,0,0,0,0,0
10537,2,1,0,0,0,0,0,0,0,0,0,0
10538,1,1,0,0,0,0,0,0,0,0,0,0
10539,1,1,0,22,0,0,0,0,0,12,0,0
10539,2,1,0,0,0,0,0,0,0,0,0,0
10540,1,1,0,0,0,0,0,0,0,0,0,7
10540,2,1,17,0,0,0,0,0,0,0,0,0
10541,1,1,0,0,0,0,0,23,27,15,0,16
10542,1,1,0,0,0,0,0,0,0,0,0,0
10542,2,1,0,0,0,0,0,0,0,0,0,0
10543,1,1,0,0,0,0,0,0,0,0,0,0
10543,2,1,0,0,0,0,0,0,0,0,0,0
10544,1,1,0,0,0,0,0,0,0,0,0,0
10545,1,1,23,23,23,23,23,23,23,23,23,23
10546,1,1,0,0,0,0,0,0,0,0,0,0
10546,2,1,0,0,0,0,0,0,0,0,0,0
10547,1,1,0,0,0,0,0,0,0,0,0,0
10547,2,1,0,0,0,0,0,0,0,0,0,0
10547,3,1,0,0,0,0,0,0,0,0,8,0
10547,4,1,0,0,0,0,0,0,0,0,0,0
10547,5,1,0,0,0,0,0,0,0,0,0,0
10547,6,1,0,0,0,0,0,0,0,0,0,0
10547,7,1,0,0,0,0,0,0,0,0,0,0
10547,8,1,0,0,0,0,0,0,0,0,0,0
10547,9,1,0,0,0,0,0,0,0,0,0,0
10547,10,1,0,0,0,0,0,11,0,0,0,0
10548,1,1,0,0,0,0,0,0,0,0,0,0
10549,1,1,18,0,29,14,24,0,11,23,0,0
10550,1,1,0,0,0,4,0,25,0,0,9,0
10551,0,1,0,0,0,0,37,0,0,0,0,49
10551,1,1,0,0,0,0,0,0,0,0,0,0
10552,1,1,0,0,0,0,0,0,0,0,10,0
10552,2,1,0,0,0,0,0,0,0,0,0,0
10553,1,1,0,0,0,0,0,0,0,0,0,0
10553,2,1,0,0,0,0,0,0,0,0,3,0
10554,0,1,0,0,0,0,0,0,0,0,0,0
10554,1,1,20,0,0,0,0,0,0,0,0,0
10555,0,1,0,0,0,0,0,0,0,0,0,0
10555,1,1,0,0,0,0,0,0,0,0,0,0
10556,1,1,0,0,0,0,0,14,10,0,0,0
10556,2,1,0,0,0,0,0,0,0,0,0,0
10557,0,1,0,0,0,0,0,0,0,0,0,0
10557,1,1,0,0,0,0,0,0,0,0,0,0
10558,1,1,9,9,9,9,9,9,9,9,9,9
10558,2,1,13,12,14,6,0,0,7,18,14,23
10559,1,1,13,0,0,18,0,6,10,12,0,23
10559,2,1,0,0,0,0,0,0,0,0,0,0
10560,1,1,12,12,12,12,12,12,12,12,12,12
10560,2,1,0,0,0,0,0,0,0,0,0,0
10561,0,1,0,0,0,0,0,0,0,28,0,0
10561,1,1,0,0,0,0,0,0,0,0,0,0
10562,1,1,0,0,0,0,0,0,0,0,0,0
10562,2,1,0,0,0,0,0,0,0,0,0,0
10563,1,1,0,0,0,0,0,0,0,0,0,0
10563,2,1,0,0,0,0,0,0,0,0,0,0
10564,1,1,0,0,0,0,0,0,0,0,0,0
10564,2,1,0,0,0,0,0,0,0,0,0,0
10565,1,1,0,0,0,0,0,0,0,0,0,0
10565,2,1,0,0,0,0,0,0,0,0,0,0
10566,0,1,0,0,0,0,0,0,0,0,0,0
10566,1,1,0,0,0,7,0,0,0,0,4,0
10567,0,1,0,0,0,0,0,0,0,0,0,0
10567,1,1,0,24,0,34,0,0,0,0,26,14
10568,1,1,18,0,0,0,0,21,10,0,12,0
10569,1,1,0,0,0,0,0,0,0,12,0,0
10569,2,1,0,0,0,0,0,0,0,0,0,0
10570,1,1,18,18,18,18,18,18,18,18,18,18
10570,2,1,0,0,0,0,0,0,0,0,0,0
10571,1,1,26,26,26,26,26,26,26,26,26,26
10571,2,1,0,0,0,0,0,0,0,0,0,0
10572,1,1,0,0,0,0,0,0,0,0,0,0
10572,2,1,0,0,0,0,0,0,0,0,0,0
10573,1,1,7,7,7,7,7,7,7,7,7,7
10573,2,1,0,0,0,0,0,0,0,0,0,0
10574,1,1,0,0,0,0,0,0,0,0,0,0
10574,2,1,0,0,0,0,0,0,0,0,7,0
10575,0,1,0,0,0,0,0,0,46,0,33,0
10575,1,1,0,0,0,0,0,0,0,0,0,0
10576,1,1,0,0,0,0,0,0,0,0,0,0
10576,2,1,0,0,0,0,0,0,0,0,0,0
10577,0,1,5,0,30,0,0,12,0,0,0,11
10577,1,1,0,0,0,0,0,0,0,0,0,0
10578,1,1,0,0,0,0,0,0,0,0,0,0
10579,1,1,0,0,0,0,0,0,0,0,0,0
10579,2,1,0,0,9,0,0,0,0,0,0,0
10580,1,1,0,0,0,0,0,0,0,0,0,0
10580,2,1,0,0,0,0,0,0,0,17,0,0
10581,1,1,0,0,0,0,21,0,0,0,0,14
10582,0,1,0,0,0,0,0,0,0,0,26,15
10582,1,1,0,0,0,0,0,0,0,0,0,0
10583,0,1,0,0,0,0,0,0,0,0,0,0
10583,1,1,0,19,0,0,0,0,0,0,0,0
10584,1,1,0,0,0,0,0,0,0,0,0,0
10584,2,1,0,0,0,0,0,0,0,0,0,0
10584,3,1,0,0,0,0,0,0,0,0,0,0
10585,1,1,0,0,0,0,0,0,0,0,0,0
10585,2,1,0,0,0,0,0,0,0,0,0,0
10585,3,1,0,0,0,0,0,0,0,0,0,0
10586,1,1,0,0,0,0,0,0,0,0,0,0
10587,1,1,0,0,0,0,11,0,0,0,0,0
10588,1,1,18,18,18,18,18,18,18,18,18,18
10589,0,1,0,0,27,0,11,30,33,7,0,24
10589,1,1,0,0,0,0,0,0,0,0,0,23
10590,0,1,0,0,0,0,0,0,0,0,0,0
10590,1,1,0,0,0,0,0,0,0,0,0,0
10591,0,1,0,0,0,0,0,0,0,0,0,0
10591,1,1,0,0,5,0,0,0,0,0,0,0
10592,1,1,0,0,0,0,0,0,0,0,0,0
10592,2,1,0,0,0,0,0,0,0,0,0,0
10593,1,1,19,0,0,0,0,0,0,0,0,0
10593,2,1,0,13,16,0,9,0,0,0,0,0
10594,1,1,9,10,13,19,24,8,0,0,17,0
10594,2,1,0,0,0,0,0,0,0,0,0,0
10594,3,1,0,0,0,0,0,0,0,0,0,17
10595,1,1,0,0,0,0,0,0,0,0,0,0
10596,1,1,22,20,0,0,0,0,3,0,0,23
10597,1,1,11,22,26,18,12,15,0,16,6,36
10597,2,1,0,0,0,0,0,0,0,0,0,0
10598,1,1,0,0,0,0,0,0,0,0,0,0
10598,2,1,0,0,0,0,0,0,0,0,0,0
10599,1,1,0,0,0,0,32,0,0,0,0,0
10600,1,1,0,0,0,0,0,0,0,0,0,0
10601,1,1,13,13,13,13,13,13,13,13,13,13
10602,0,1,0,35,0,0,0,0,0,0,0,8
10602,1,1,16,16,16,16,16,16,16,16,16,16
10603,1,1,9,33,26,21,19,25,12,15,39,26
10604,1,1,0,7,14,0,0,0,11,38,0,14
10604,2,1,0,0,13,0,0,0,0,14,0,0
10604,3,1,0,0,0,0,0,0,20,0,0,12
10605,1,1,18,16,0,9,7,29,25,22,0,11
10606,1,1,0,0,0,0,0,0,0,0,0,0
